,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.07114542646621268,0.11434756056798899,kshape,arithmetic,3,moving_average,30
1,5,0.1224073979147104,0.0975126303225501,kshape,arithmetic,3,moving_average,30
2,6,0.0920760040330766,0.09614117757947022,kshape,arithmetic,3,moving_average,30
3,7,0.10421263091435144,0.08458698093659192,kshape,arithmetic,3,moving_average,30
