,clusters,silhouette_score,method,linkage,return_mode,n_init,smoothing,window_size/span
0,4,0.3444552334903859,ahc,single,arithmetic,3,moving_average,10
1,5,0.3125362269325294,ahc,single,arithmetic,3,moving_average,10
2,6,0.313943009679763,ahc,single,arithmetic,3,moving_average,10
3,4,0.3638304754659959,ahc,average,arithmetic,3,moving_average,10
4,5,0.34860378699293393,ahc,average,arithmetic,3,moving_average,10
5,6,0.32508808530614797,ahc,average,arithmetic,3,moving_average,10
6,4,0.3638304754659959,ahc,complete,arithmetic,3,moving_average,10
7,5,0.34860378699293393,ahc,complete,arithmetic,3,moving_average,10
8,6,0.09673108184659598,ahc,complete,arithmetic,3,moving_average,10
