,clusters,silhouette_score,method,linkage,return_mode,n_init,smoothing,window_size/span
0,4,0.37366270295815524,ahc,single,arithmetic,3,moving_average,30
1,5,0.3724856966527644,ahc,single,arithmetic,3,moving_average,30
2,6,0.32343427571969924,ahc,single,arithmetic,3,moving_average,30
3,4,0.37366270295815524,ahc,average,arithmetic,3,moving_average,30
4,5,0.3457505952386109,ahc,average,arithmetic,3,moving_average,30
5,6,0.34463130751452853,ahc,average,arithmetic,3,moving_average,30
6,4,0.34927706891585003,ahc,complete,arithmetic,3,moving_average,30
7,5,0.1647180093136939,ahc,complete,arithmetic,3,moving_average,30
8,6,0.12171392888671603,ahc,complete,arithmetic,3,moving_average,30
