,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.5790291086251727,1.2830785832289768,kmeans,arithmetic,3,moving_average,30
1,5,0.49402474611494307,0.9581015653816063,kmeans,arithmetic,3,moving_average,30
2,6,0.48246807990315266,0.7571832952915117,kmeans,arithmetic,3,moving_average,30
3,7,0.4712249918070179,0.6677643894791474,kmeans,arithmetic,3,moving_average,30
