,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.08157591613072619,57.00054059763973,kmeans,geometric,3,moving_average_df,21
1,5,0.04289161921717768,56.476292062547444,kmeans,geometric,3,moving_average_df,21
2,6,0.06553697323411106,52.442579594184885,kmeans,geometric,3,moving_average_df,21
