,clusters,silhouette_score,method,linkage,return_mode,n_init,smoothing,window_size/span
0,4,0.290582424490092,ahc,single,arithmetic,3,moving_average,7
1,5,0.28882191692365794,ahc,single,arithmetic,3,moving_average,7
2,6,0.31672607332418856,ahc,single,arithmetic,3,moving_average,7
3,4,0.37819947997098335,ahc,average,arithmetic,3,moving_average,7
4,5,0.33056302047382663,ahc,average,arithmetic,3,moving_average,7
5,6,0.3331603509343601,ahc,average,arithmetic,3,moving_average,7
6,4,0.3472027745537437,ahc,complete,arithmetic,3,moving_average,7
7,5,0.07085845265832634,ahc,complete,arithmetic,3,moving_average,7
8,6,0.06824518848780554,ahc,complete,arithmetic,3,moving_average,7
