,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.5096292673830285,4.57190543826057,kmeans,arithmetic,3,moving_average,30
1,5,0.44260343679810565,3.623988467568354,kmeans,arithmetic,3,moving_average,30
2,6,0.4297601662648423,3.0281174242667857,kmeans,arithmetic,3,moving_average,30
3,7,0.4262814134031818,2.8005007999888623,kmeans,arithmetic,3,moving_average,30
