,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.024605404612906053,0.04909338678543182,kshape,arithmetic,3,moving_average,14
1,5,0.007314637746016825,0.04139737220080218,kshape,arithmetic,3,moving_average,14
2,6,0.024961491695217417,0.03891919485416205,kshape,arithmetic,3,moving_average,14
3,7,0.041665793694093914,0.03407576823876731,kshape,arithmetic,3,moving_average,14
