,clusters,silhouette_score,inertia,method
0,2,0.3334597676175657,122.0091862249385,kmeans
1,3,0.062198016475196016,115.55681892265012,kmeans
2,4,0.04439208529047643,111.91515961466907,kmeans
3,5,0.0457870588235524,109.9713724906726,kmeans
4,6,0.050509561054909,109.18464888968597,kmeans
5,7,0.037585727149633257,106.17254059321003,kmeans
6,10,0.033237544760928335,101.96257060169945,kmeans
