,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.0491604401543998,60.79361035590611,kmeans,arithmetic,3,moving_average_df,21
1,5,0.08782731323880594,53.47030807429022,kmeans,arithmetic,3,moving_average_df,21
2,6,0.07368238763280206,51.087722129454576,kmeans,arithmetic,3,moving_average_df,21
