,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,-0.03954768130298281,0.023242709423683453,kshape,arithmetic,3,moving_average,60
1,5,-0.048576237275726304,0.013108092511221782,kshape,arithmetic,3,moving_average,60
2,6,-0.06554762239177057,0.016942015098868134,kshape,arithmetic,3,moving_average,60
3,7,-0.09234790986031552,0.01848718616778362,kshape,arithmetic,3,moving_average,60
