,clusters,silhouette_score,inertia,method
0,2,0.24831072781190378,143.1240304410191,kmeans
1,3,0.05663769480728542,134.58567979631295,kmeans
2,4,0.028672329589805663,133.82935065328698,kmeans
3,5,0.017148485758644912,131.0194123335176,kmeans
4,6,0.030545822386407677,126.51651610792221,kmeans
5,7,0.033876995927690924,124.77716098889121,kmeans
6,10,0.02971321731513686,119.423273809082,kmeans
