,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.09464853013986312,36.9475018381416,kmeans,arithmetic,3,moving_average,21
1,5,0.08320208352022501,33.19005129239407,kmeans,arithmetic,3,moving_average,21
2,6,0.08614179767551727,32.26539315018597,kmeans,arithmetic,3,moving_average,21
3,7,0.07181877773500468,30.688577190950806,kmeans,arithmetic,3,moving_average,21
