,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.3781254041112461,6.845576516661395,kmeans,geometric,3,moving_average,60
1,5,0.3876604550547356,5.339187902842742,kmeans,geometric,3,moving_average,60
2,6,0.29293605133986816,5.608179619801379,kmeans,geometric,3,moving_average,60
3,7,0.3440449848371872,4.0672298514100715,kmeans,geometric,3,moving_average,60
