,clusters,inertia_score,method,return_mode,n_init,smoothing,window_size/span
0,4,0.15008147880502476,kshape,arithmetic,3,moving_average,30
1,5,0.1345284360420516,kshape,arithmetic,3,moving_average,30
2,6,0.13506360209761933,kshape,arithmetic,3,moving_average,30
