,clusters,silhouette_score,method,linkage,return_mode,n_init,smoothing,window_size/span
0,4,0.31829883851828117,ahc,single,arithmetic,3,moving_average,60
1,5,0.12701076280735848,ahc,single,arithmetic,3,moving_average,60
2,6,0.1553028908402674,ahc,single,arithmetic,3,moving_average,60
3,7,0.09329243529373775,ahc,single,arithmetic,3,moving_average,60
4,4,0.29511652284864326,ahc,average,arithmetic,3,moving_average,60
5,5,0.3683642180577806,ahc,average,arithmetic,3,moving_average,60
6,6,0.36624277283979095,ahc,average,arithmetic,3,moving_average,60
7,7,0.3267869056722144,ahc,average,arithmetic,3,moving_average,60
8,4,0.32545807515604813,ahc,complete,arithmetic,3,moving_average,60
9,5,0.33692341105770773,ahc,complete,arithmetic,3,moving_average,60
10,6,0.3371004312774967,ahc,complete,arithmetic,3,moving_average,60
11,7,0.31434090682894544,ahc,complete,arithmetic,3,moving_average,60
