,clusters,silhouette_score,method,linkage,return_mode,n_init,smoothing,window_size/span
0,4,0.32960525346926683,ahc,single,arithmetic,3,moving_average,7
1,5,0.29240656891521166,ahc,single,arithmetic,3,moving_average,7
2,6,0.25397875803354486,ahc,single,arithmetic,3,moving_average,7
3,7,0.12866400443094966,ahc,single,arithmetic,3,moving_average,7
4,4,0.20536435952047946,ahc,average,arithmetic,3,moving_average,7
5,5,0.1786617614422892,ahc,average,arithmetic,3,moving_average,7
6,6,0.17431911689119295,ahc,average,arithmetic,3,moving_average,7
7,7,0.13836145439159447,ahc,average,arithmetic,3,moving_average,7
8,4,0.10100919390248848,ahc,complete,arithmetic,3,moving_average,7
9,5,0.11827625941600205,ahc,complete,arithmetic,3,moving_average,7
10,6,0.12223873309263664,ahc,complete,arithmetic,3,moving_average,7
11,7,0.12067816741412249,ahc,complete,arithmetic,3,moving_average,7
