,clusters,inertia_score,method,return_mode,n_init,smoothing,window_size/span
0,4,0.22153920406160532,kshape,arithmetic,3,moving_average,3
1,5,0.19506316227057016,kshape,arithmetic,3,moving_average,3
2,6,0.1702818765404366,kshape,arithmetic,3,moving_average,3
