,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.11590977966675578,35.35949409007653,kmeans,arithmetic,3,moving_average,30
1,5,0.08248493685286783,32.993224976250886,kmeans,arithmetic,3,moving_average,30
2,6,0.07365331179179185,31.383456378521377,kmeans,arithmetic,3,moving_average,30
3,7,0.04738171128799916,31.03570046180754,kmeans,arithmetic,3,moving_average,30
