,clusters,inertia_score,method,return_mode,n_init,smoothing,window_size/span
0,4,0.1501077201880737,kshape,arithmetic,3,moving_average,30
1,5,0.14166033413347043,kshape,arithmetic,3,moving_average,30
2,6,0.12970391890601363,kshape,arithmetic,3,moving_average,30
