,clusters,silhouette_score,method,linkage,return_mode,n_init,smoothing,window_size/span
0,4,0.31951924591717445,ahc,single,arithmetic,3,moving_average,10
1,5,0.3226133073347654,ahc,single,arithmetic,3,moving_average,10
2,6,0.3235284781213747,ahc,single,arithmetic,3,moving_average,10
3,7,0.31294361684143807,ahc,single,arithmetic,3,moving_average,10
4,4,0.328841588262804,ahc,average,arithmetic,3,moving_average,10
5,5,0.3276487696981237,ahc,average,arithmetic,3,moving_average,10
6,6,0.22146743179851305,ahc,average,arithmetic,3,moving_average,10
7,7,0.19442449641600426,ahc,average,arithmetic,3,moving_average,10
8,4,0.11973641777264771,ahc,complete,arithmetic,3,moving_average,10
9,5,0.09569249953004719,ahc,complete,arithmetic,3,moving_average,10
10,6,0.0876352971219871,ahc,complete,arithmetic,3,moving_average,10
11,7,0.08500083251767357,ahc,complete,arithmetic,3,moving_average,10
