,clusters,silhouette_score,inertia,method
0,2,0.0187341808933167,123.87232636324059,kmeans
1,3,0.036275010322420004,111.22832090541966,kmeans
2,4,0.05732654147368957,104.8746853585654,kmeans
3,5,0.03131808484992766,104.79039201309924,kmeans
4,6,0.007595298783448946,106.10210929069488,kmeans
5,7,0.02095881329862423,100.70975092634943,kmeans
6,10,0.01663565865159298,97.68973678161808,kmeans
