,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.00453650125343203,0.015431269463771437,kshape,arithmetic,3,moving_average,30
1,5,-0.08173595569735144,0.01298679046216116,kshape,arithmetic,3,moving_average,30
2,6,-0.24003443798571147,0.010522098730495323,kshape,arithmetic,3,moving_average,30
3,7,-0.2961006373836018,0.011145203676560508,kshape,arithmetic,3,moving_average,30
