clusters,silhouette_score,method,linkage,return_mode,window_size,df_mode,inertia,entropy
7,0.018515323843211737,kshape,not_applicable,geometric,60,3day,0.04057723952766663,2.5494
8,0.006747153957122806,kshape,not_applicable,geometric,60,3day,0.03872482968490993,2.7639
9,-0.019152600840640875,kshape,not_applicable,geometric,60,3day,0.03542542566020759,2.9807
10,-0.017426550232011825,kshape,not_applicable,geometric,60,3day,0.03544606791931504,3.1066
2,0.07678194115234345,kshape,not_applicable,geometric,60,full,0.14097495708908891,0.993
3,0.07182526822650753,kshape,not_applicable,geometric,60,full,0.11692745226147061,1.5838
4,0.06172654845574445,kshape,not_applicable,geometric,60,full,0.11122743722442481,1.9623
5,0.07349688228789643,kshape,not_applicable,geometric,60,full,0.09567688617588029,2.2937
6,0.06810947562794127,kshape,not_applicable,geometric,60,full,0.08878408890378643,2.5639
7,0.04997492506179947,kshape,not_applicable,geometric,60,full,0.08266499419946013,2.7856
8,0.05922246771012179,kshape,not_applicable,geometric,60,full,0.07679242966059185,2.938
9,0.07096183590708496,kshape,not_applicable,geometric,60,full,0.07125198179924394,3.1245
10,0.06491170768209172,kshape,not_applicable,geometric,60,full,0.06940714107374076,3.2952
