clusters,silhouette_score,method,linkage,return_mode,window_size,df_mode,inertia,entropy
7,0.03641921206256735,kmeans,not_applicable,geometric,14,3day,24.86589501150239,2.6971
9,0.03718285971724374,kmeans,not_applicable,geometric,14,3day,23.87396118640798,2.9493
10,0.047347906715392,kmeans,not_applicable,geometric,14,3day,22.873853430862017,3.1301
12,0.0271794882246919,kmeans,not_applicable,geometric,14,3day,22.617741509094895,3.1689
15,0.03863319980727243,kmeans,not_applicable,geometric,14,3day,21.23218984095008,3.6339
18,0.007494753279087316,kmeans,not_applicable,geometric,14,3day,20.59469508279435,3.8901
4,0.0485941503257883,kmeans,not_applicable,geometric,14,full,58.2527070791017,1.9245
7,0.031003804927090744,kmeans,not_applicable,geometric,14,full,54.49236312986962,2.676
9,0.022105113260834103,kmeans,not_applicable,geometric,14,full,53.086500340603855,3.0101
10,0.023622974933863596,kmeans,not_applicable,geometric,14,full,52.187324637072905,3.2421
12,0.02194983515423801,kmeans,not_applicable,geometric,14,full,50.14290354196774,3.2815
15,0.026964422647376602,kmeans,not_applicable,geometric,14,full,48.86288020699152,3.6339
18,0.016312006489296933,kmeans,not_applicable,geometric,14,full,47.094408730455896,3.9027
4,0.19104376559185324,kmeans,not_applicable,geometric,30,weekly,8.811879567499888,1.8087
7,0.12143399959629128,kmeans,not_applicable,geometric,30,weekly,7.589513083851012,2.7282
9,0.13046744668215837,kmeans,not_applicable,geometric,30,weekly,7.130871419426731,2.9188
10,0.10701535546609729,kmeans,not_applicable,geometric,30,weekly,6.786467740234327,3.2029
12,0.11853431530401876,kmeans,not_applicable,geometric,30,weekly,6.36518107766032,3.3859
15,0.0771912006569071,kmeans,not_applicable,geometric,30,weekly,5.942529416916478,3.7309
18,0.09726314517629685,kmeans,not_applicable,geometric,30,weekly,5.444881190456801,3.9581
4,0.142418489817005,kmeans,not_applicable,geometric,30,3day,19.85971764531033,1.9893
7,0.11814916040607684,kmeans,not_applicable,geometric,30,3day,17.889587259919377,2.7273
9,0.09022648179169458,kmeans,not_applicable,geometric,30,3day,17.115230993938034,3.048
10,0.0957714592970713,kmeans,not_applicable,geometric,30,3day,16.77926312611564,3.1883
12,0.04602446783687824,kmeans,not_applicable,geometric,30,3day,16.19853646323838,3.4535
15,0.05622005440113863,kmeans,not_applicable,geometric,30,3day,15.215014895406824,3.7567
18,0.044054605616171,kmeans,not_applicable,geometric,30,3day,14.323386751552103,4.03
4,0.1056969732793509,kmeans,not_applicable,geometric,30,full,40.685702189174776,1.8244
7,0.0464337912592678,kmeans,not_applicable,geometric,30,full,37.91875357355685,2.6639
9,0.03498440494773895,kmeans,not_applicable,geometric,30,full,35.82579126246027,3.0246
10,0.03496434861988695,kmeans,not_applicable,geometric,30,full,35.5330199017633,3.1624
12,0.027212408843575005,kmeans,not_applicable,geometric,30,full,34.177690004489094,3.4267
15,0.03760340478839265,kmeans,not_applicable,geometric,30,full,32.56232200691242,3.6891
18,0.030064976962219058,kmeans,not_applicable,geometric,30,full,30.928753993775544,3.9441
4,0.25829203540037643,kmeans,not_applicable,geometric,60,weekly,6.136759613682344,1.792
7,0.14323538557198498,kmeans,not_applicable,geometric,60,weekly,5.263664971579427,2.6175
9,0.11018233266400743,kmeans,not_applicable,geometric,60,weekly,4.951546401794455,2.9839
10,0.09622297809835982,kmeans,not_applicable,geometric,60,weekly,4.763223111577256,3.2641
12,0.10949634230969064,kmeans,not_applicable,geometric,60,weekly,4.442466640599492,3.3614
15,0.11903025421545502,kmeans,not_applicable,geometric,60,weekly,4.116411596125686,3.6001
18,0.0631127972562307,kmeans,not_applicable,geometric,60,weekly,4.019652936362817,4.0346
4,0.2040333239085511,kmeans,not_applicable,geometric,60,3day,15.257657864651037,1.9605
7,0.12393820163937416,kmeans,not_applicable,geometric,60,3day,13.116469541344873,2.7349
9,0.14410714018761445,kmeans,not_applicable,geometric,60,3day,12.105328315113026,2.9438
10,0.14401940194428745,kmeans,not_applicable,geometric,60,3day,11.292576726844153,3.2069
12,0.11140662627588503,kmeans,not_applicable,geometric,60,3day,11.173750581112058,3.4176
15,0.09086077916858896,kmeans,not_applicable,geometric,60,3day,10.306278154105579,3.758
18,0.09939649306233324,kmeans,not_applicable,geometric,60,3day,9.60128024814495,3.9808
4,0.14206769954771012,kmeans,not_applicable,geometric,60,full,31.682846018769173,1.9801
7,0.11958151103048494,kmeans,not_applicable,geometric,60,full,27.635579779948596,2.7245
9,0.08899118022560144,kmeans,not_applicable,geometric,60,full,27.074272742510946,3.0261
10,0.08758663305925327,kmeans,not_applicable,geometric,60,full,26.65721311450613,3.1816
12,0.06763178301651193,kmeans,not_applicable,geometric,60,full,25.550057847213463,3.3817
15,0.07029015775273874,kmeans,not_applicable,geometric,60,full,23.61684106241909,3.6654
18,0.06498680194903389,kmeans,not_applicable,geometric,60,full,22.68799975934925,3.9588
