,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.11538074736134084,30.550995605976308,kmeans,arithmetic,3,moving_average,7
1,5,0.08029297767628522,29.56023950309057,kmeans,arithmetic,3,moving_average,7
2,6,0.0627572331456052,28.208110316707433,kmeans,arithmetic,3,moving_average,7
3,7,0.052775403680182645,27.689747052104867,kmeans,arithmetic,3,moving_average,7
