,clusters,silhouette_score,method,linkage,return_mode,n_init,smoothing,window_size/span
0,4,0.32583665908954584,ahc,single,arithmetic,3,moving_average,30
1,5,0.12574295057588467,ahc,single,arithmetic,3,moving_average,30
2,6,0.12055081529951125,ahc,single,arithmetic,3,moving_average,30
3,7,0.004854830948061402,ahc,single,arithmetic,3,moving_average,30
4,4,0.305647848552536,ahc,average,arithmetic,3,moving_average,30
5,5,0.3076902465058122,ahc,average,arithmetic,3,moving_average,30
6,6,0.2821590578473501,ahc,average,arithmetic,3,moving_average,30
7,7,0.2774832886521195,ahc,average,arithmetic,3,moving_average,30
8,4,0.13745139193784597,ahc,complete,arithmetic,3,moving_average,30
9,5,0.1418180765537301,ahc,complete,arithmetic,3,moving_average,30
10,6,0.1505534265348285,ahc,complete,arithmetic,3,moving_average,30
11,7,0.16081724109476342,ahc,complete,arithmetic,3,moving_average,30
