,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.057639026730678306,0.05217093549455819,kshape,arithmetic,3,moving_average,30
1,5,0.040532484916996764,0.050607529286253276,kshape,arithmetic,3,moving_average,30
2,6,0.07840087595559202,0.0382517712050518,kshape,arithmetic,3,moving_average,30
3,7,0.049587799675961455,0.040553353487785854,kshape,arithmetic,3,moving_average,30
