,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.06457996842399331,59.298526633361966,kmeans,geometric,3,moving_average,21
1,5,0.03951136329229507,56.62267453184577,kmeans,geometric,3,moving_average,21
2,6,0.04219582056404133,54.478796748825566,kmeans,geometric,3,moving_average,21
3,7,0.06202104534796218,51.913267751048735,kmeans,geometric,3,moving_average,21
