,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.11819663428098169,9.305267906074945,kmeans,arithmetic,3,moving_average,10
1,5,0.12657753959676576,8.447955527039209,kmeans,arithmetic,3,moving_average,10
2,6,0.12376976903023285,7.724756542695527,kmeans,arithmetic,3,moving_average,10
3,7,0.15466019542450343,7.308343333802094,kmeans,arithmetic,3,moving_average,10
