,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.024514815236847412,129.47434370716095,kmeans,arithmetic,3,moving_average,3
1,5,0.02420352757394651,126.74409775766843,kmeans,arithmetic,3,moving_average,3
2,6,0.029575014555676786,124.46223815580247,kmeans,arithmetic,3,moving_average,3
3,7,0.029648378526288783,121.66594191669363,kmeans,arithmetic,3,moving_average,3
