,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.05478349308877361,71.46045796394722,kmeans,arithmetic,3,moving_average,7
1,5,0.06049609761423982,65.64522665501102,kmeans,arithmetic,3,moving_average,7
2,6,0.05815950640604669,63.66938991310315,kmeans,arithmetic,3,moving_average,7
3,7,0.059074968015465135,61.958770868435906,kmeans,arithmetic,3,moving_average,7
