,clusters,silhouette_score,method,linkage,return_mode,n_init,smoothing,window_size/span
0,4,0.5357661061080792,ahc,single,arithmetic,3,moving_average,14
1,5,0.4950413848376764,ahc,single,arithmetic,3,moving_average,14
2,6,0.25889516569825144,ahc,single,arithmetic,3,moving_average,14
3,7,0.2594040344435041,ahc,single,arithmetic,3,moving_average,14
4,4,0.4747740121349856,ahc,average,arithmetic,3,moving_average,14
5,5,0.21168168433827125,ahc,average,arithmetic,3,moving_average,14
6,6,0.14978441306954846,ahc,average,arithmetic,3,moving_average,14
7,7,0.13917879139484515,ahc,average,arithmetic,3,moving_average,14
8,4,0.08044689965988426,ahc,complete,arithmetic,3,moving_average,14
9,5,0.07947390978081854,ahc,complete,arithmetic,3,moving_average,14
10,6,0.07797098771281828,ahc,complete,arithmetic,3,moving_average,14
11,7,0.08201399129651077,ahc,complete,arithmetic,3,moving_average,14
