,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.5822663342964052,0.020637714463443556,kshape,arithmetic,3,moving_average,30
1,5,0.6161222196422718,0.016550160315822196,kshape,arithmetic,3,moving_average,30
2,6,0.4745325850345949,0.009728364627774095,kshape,arithmetic,3,moving_average,30
3,7,0.44534391446450045,0.01875524598367464,kshape,arithmetic,3,moving_average,30
