,clusters,silhouette_score,inertia,method,return_mode,n_init,smoothing,window_size/span
0,4,0.08155140443803315,0.0730468806338032,kshape,arithmetic,3,moving_average,60
1,5,0.043414834310658734,0.06661606859406069,kshape,arithmetic,3,moving_average,60
2,6,0.11723968680979827,0.061591649109675656,kshape,arithmetic,3,moving_average,60
3,7,0.06432130663835724,0.05952063737909784,kshape,arithmetic,3,moving_average,60
