Unnamed: 0,clusters,silhouette_score,method,linkage,return_mode,window_size,df_mode,inertia,entropy,silhouette_norm,entropy_norm_clusters,ari_mean,nmi_mean,ari_norm,nmi_norm,stability_score,renormalized_silhouette,renormalized_inertia,renormalized_stability,final_score,layer_v_measure
73,3,0.1788188853484696,kshape,not_applicable,geometric,30,weekly,0.0328250748733906,1.2169,0.6319634716847906,0.7677784171211066,0.0549197757829599,0.1039817678373913,0.07787442810951464,0.12631663148735148,0.10209552979843306,0.3654888152614044,0.2960353021737907,0.891230144686437,0.517584754040544,0.09604756409698198
77,7,0.1380292694587959,kshape,not_applicable,geometric,30,weekly,0.0103014434224808,2.6225,0.5610051399686854,0.934153348190788,0.0540924462352923,0.3417182019721531,0.07614988986144416,0.7171879184614556,0.39666890416144984,0.16694273623268618,0.9702362061536132,0.5773995257362126,0.5715261560408372,0.2624238726844572
78,2,0.3009944637226156,kshape,not_applicable,geometric,30,3day,0.027425228531012,0.6006,0.8445022521755969,0.6006,0.2566360718590247,0.2159809126080334,0.49834468548517113,0.40467984935708523,0.45151226742112816,0.960186301623211,0.4576691529726029,0.5189708687867686,0.6456087744608608,0.035387788250506806
79,3,0.3091738519627715,kshape,not_applicable,geometric,30,3day,0.0173781116940697,1.3374,0.8587312595177994,0.8438054524264672,0.21775859671696,0.2503240806514544,0.4173060074155746,0.4900365258565791,0.4536712666360768,1.0,0.7584099668427295,0.5166707285877246,0.7583602318101513,0.18628829332583907
80,4,0.1993680521908629,kshape,not_applicable,geometric,30,3day,0.0138625199422259,1.61,0.6677111629902455,0.805,0.2153576481277414,0.3303362312486572,0.41230131770585593,0.6888991131962039,0.5506002154510299,0.4655132066383534,0.8636423376654798,0.4134052108994075,0.5808535850677469,0.20816650705502454
81,5,0.2499507611686507,kshape,not_applicable,geometric,30,3day,0.0112528392526085,2.0242,0.7557057313248234,0.8717754888521623,0.1538332946171554,0.3440278266927088,0.28405604819271735,0.7229282709489855,0.5034921595708515,0.711727796188656,0.9417580306820988,0.46359287761024615,0.7056929014936669,0.26988187244994843
82,6,0.1998847214594154,kshape,not_applicable,geometric,30,3day,0.0098580571979351,2.0598,0.668609969918083,0.7968394123417089,0.1889253199198287,0.4174775056014621,0.35720409422507216,0.9054804593108614,0.6313422767679668,0.46802812753643674,0.9835081065597459,0.32738477156674595,0.5929736685543096,0.29721838550425417
88,6,0.1097913163462259,kshape,not_applicable,geometric,30,full,0.0203358675739329,2.0721,0.5118819011187499,0.8015977018706936,0.2674576849348505,0.43389409064915,0.5209019429984483,0.9462823194470686,0.7335921312227585,0.029492683124514696,0.669875323026452,0.21845050287899737,0.305939503009988,0.3376484648291881
90,2,0.1161084363425057,kshape,not_applicable,geometric,60,weekly,0.0264810398307535,0.7593,0.5228712739385106,0.7593,0.0539200433904484,0.0677883682051211,0.0757905224233445,0.036361380418998085,0.05607595142117129,0.06024167103868605,0.4859315970917595,0.9402581764873236,0.49547714820592303,0.03705650483591724
96,2,0.2375542458855365,kshape,not_applicable,geometric,60,3day,0.0427149904805354,0.839,0.734140535762252,0.839,0.0961256025253787,0.0882752277543582,0.1637664701150261,0.08727952055166963,0.12552299533334788,0.6513869606745611,0.0,0.866271147543006,0.5058860360725225,0.07212089969930553
97,3,0.1893455866298453,kshape,not_applicable,geometric,60,3day,0.033229374038302,1.1835,0.6502759059921042,0.7467053633518199,0.1024989974445588,0.1661026296685143,0.17705157922199594,0.28071212291332925,0.2288818510676626,0.41672821085112466,0.28393339653501126,0.7561553784609264,0.4856056619490208,0.08443658516744082
98,4,0.1186640246105335,kshape,not_applicable,geometric,60,3day,0.0296140568089881,1.8032,0.5273170201436964,0.9016,0.0854302328529436,0.2031183652242249,0.14147236236876456,0.3727112116760466,0.2570917870224056,0.07268116131486602,0.3921508546962176,0.7261012648453726,0.39697776028548537,0.14537376422902815
99,5,0.2137310473161315,kshape,not_applicable,geometric,60,3day,0.0226162997244109,2.1622,0.692697281400682,0.9312088538662904,0.1071517493177634,0.2800041020612876,0.18675007069585137,0.5638033950858288,0.37527673289084007,0.5354260092728252,0.6016150417894843,0.600190174636718,0.5790770752330091,0.26769361070483544
100,6,0.2104914285710837,kshape,not_applicable,geometric,60,3day,0.0132072080109394,2.3494,0.687061583771987,0.908871985316832,0.1093224848118829,0.3221735987685254,0.19127488961064404,0.6686116668223002,0.42994327821647216,0.5196569566512727,0.8832578200722598,0.5419498947997785,0.6482882238411037,0.2930065062778487
101,7,0.2445370078026121,kshape,not_applicable,geometric,60,3day,0.0107197787269384,2.385,0.7462878709503696,0.8495541412526328,0.091269344574228,0.3599954801915717,0.15364377764880643,0.7626143544353791,0.45812906604209275,0.6853760034538877,0.9577141560993536,0.5119215079571395,0.7183372225034602,0.2717303363200458
103,3,0.1994509360989283,kshape,not_applicable,geometric,60,full,0.0170061762400443,1.3146,0.6678553492914439,0.8294202540450379,0.1688594751910176,0.2246440142535432,0.3153775732066531,0.42621116422306093,0.37079436871485705,0.46591664939215305,0.7695431280238028,0.6049655659182651,0.6134751144447402,0.20109165535857
106,6,0.1037322935637573,kshape,not_applicable,geometric,60,full,0.0121946492901429,2.3204,0.5013415187420996,0.8976532539070302,0.1841021844962842,0.3914190971741679,0.347150444458815,0.8407147645616746,0.5939326045102448,0.0,0.9135667871844917,0.3672400389504771,0.42693560871165626,0.2891116762664955
