,clusters,silhouette_score,method,linkage,return_mode,window_size/span,df_mode,window_size,min_per_cluster,max_per_cluster,min_max_delta,silhouette_norm,delta_norm,total_score
436,4,0.2416371056894922,ahc,average,geometric,60,full,60.0,0.0045,0.9595,0.955,0.6099612781152759,0.028406102051551807,0.31918369008341385
437,5,0.224573554139233,ahc,average,geometric,60,full,60.0,0.0045,0.955,0.9505,0.592189020715703,0.03314045239347707,0.31266473655459004
438,6,0.1632088852861241,ahc,average,geometric,60,full,60.0,0.0045,0.9414,0.9369,0.5282756737852722,0.047448711204629124,0.28786219249495065
439,7,0.1514144390757621,ahc,average,geometric,60,full,60.0,0.0045,0.9234,0.9189,0.5159913651336664,0.06638611257233018,0.2911887388529983
440,4,0.2159447395081935,ahc,complete,geometric,60,full,60.0,0.009,0.4955,0.4865,0.5832018228147066,0.5213045765386639,0.5522531996766853
441,5,0.1502281746254892,ahc,complete,geometric,60,full,60.0,0.009,0.464,0.455,0.514755831189158,0.554445028932141,0.5346004300606495
442,6,0.172226525787868,ahc,complete,geometric,60,full,60.0,0.009,0.3198,0.3108,0.5376678467840623,0.7061546554445028,0.6219112511142826
443,7,0.1692870331653892,ahc,complete,geometric,60,full,60.0,0.0045,0.3198,0.3153,0.5346062672906627,0.7014203051025776,0.6180132861966201
444,4,0.4030886029040899,ahc,single,geometric,7,3day,7.0,0.0045,0.9685,0.964,0.7781183911050789,0.01893740136770128,0.39852789623639007
445,5,0.3762671845782911,ahc,single,geometric,7,3day,7.0,0.0045,0.955,0.9505,0.7501829903824504,0.03314045239347707,0.39166172138796373
446,6,0.3443014808706229,ahc,single,geometric,7,3day,7.0,0.0045,0.9505,0.9459,0.7168896450564282,0.037980010520778484,0.3774348277886033
447,7,0.1262316568752506,ahc,single,geometric,7,3day,7.0,0.0045,0.9505,0.9459,0.4897626585255115,0.037980010520778484,0.263871334523145
448,4,0.2869491993537781,ahc,average,geometric,7,3day,7.0,0.018,0.9324,0.9144,0.6571553332065219,0.07112046291425556,0.3641378980603887
449,5,0.2296774004168751,ahc,average,geometric,7,3day,7.0,0.0045,0.9324,0.9279,0.5975048466448444,0.05691741188847976,0.32721112926666207
450,6,0.230058800601081,ahc,average,geometric,7,3day,7.0,0.0045,0.9324,0.9279,0.5979020876427683,0.05691741188847976,0.32740974976562404
451,7,0.1374866334467737,ahc,average,geometric,7,3day,7.0,0.0045,0.9234,0.9189,0.5014850915762227,0.06638611257233018,0.2839356020742764
452,4,0.1222982511826756,ahc,complete,geometric,7,3day,7.0,0.027,0.5586,0.5315,0.48566588545810596,0.4739610731194108,0.4798134792887584
453,5,0.1237366533504768,ahc,complete,geometric,7,3day,7.0,0.009,0.5495,0.5405,0.4871640292352072,0.4644923724355602,0.4758282008353837
