1INCH-USD,AAVE-USD,ADA-USD,ALGO-USD,APE-USD,APT-USD,ATOM-USD,AVAX-USD,AXS-USD,BCH-USD,BTC-USD,CHZ-USD,CRV-USD,DOGE-USD,DOT-USD,EOS-USD,ETC-USD,ETH-USD,HNT-USD,ICP-USD,INJ-USD,JASMY-USD,LDO-USD,LINK-USD,LPT-USD,LTC-USD,MANA-USD,MATIC-USD,MKR-USD,NEAR-USD,QNT-USD,RNDR-USD,ROSE-USD,SAND-USD,SHIB-USD,SNX-USD,SOL-USD,STX-USD,UNI-USD,XLM-USD,XRP-USD,XTZ-USD,ZEC-USD
2.5302391052246094,265.4998474121094,1.3769750595092773,1.7401080131530762,0.033020999282598495,0.08473499864339828,36.17046356201172,114.15801239013672,94.0424575805664,444.4561767578125,47686.8125,0.29419100284576416,6.21217679977417,0.17303499579429626,28.583581924438477,3.1355481147766113,34.8689079284668,3769.697021484375,39.68578338623047,25.629119873046875,8.522845268249512,0.08619099855422974,3.703047037124634,20.665088653564453,41.066917419433594,150.6974334716797,3.3453989028930664,2.5747909545898438,2426.9033203125,15.16956615447998,179.16375732421875,4.784492015838623,0.4462909996509552,5.972598075866699,3.400000059627928e-05,5.971597194671631,178.5179443359375,2.28310489654541,0.0001429999974789098,0.2763350009918213,0.8494719862937927,4.740467071533203,149.9513702392578
2.555006980895996,266.02618408203125,1.3775839805603027,1.6740410327911377,0.03310300037264824,0.08471400290727615,35.60345458984375,113.18633270263672,96.51107025146484,447.8326416015625,47345.21875,0.31113600730895996,6.030825138092041,0.17440299689769745,29.73116683959961,3.253288984298706,35.39639663696289,3829.56494140625,41.15592575073242,27.28641128540039,8.572402000427246,0.0844539999961853,3.665898084640503,21.831890106201172,40.69513702392578,151.2554931640625,3.3398730754852295,2.549190044403076,2472.1845703125,14.410520553588867,187.3126220703125,4.580080032348633,0.41582998633384705,5.930911064147949,3.400000059627928e-05,6.240839004516602,176.38284301757812,2.3912670612335205,0.00014200000441633165,0.2917029857635498,0.8591179847717285,4.667667865753174,153.35433959960938
2.559546947479248,267.053955078125,1.3216370344161987,1.7882100343704224,0.030883999541401863,0.08215299993753433,39.30006790161133,108.14521026611328,94.32369995117188,434.94384765625,46458.1171875,0.300121009349823,6.503538131713867,0.170087993144989,30.105100631713867,3.192578077316284,34.7077522277832,3761.38037109375,39.953216552734375,29.292211532592773,8.26669692993164,0.08552700281143188,3.3306760787963867,23.57390594482422,41.80857467651367,148.4615936279297,3.251962900161743,2.432651996612549,2399.009033203125,16.429792404174805,178.82395935058594,5.2768330574035645,0.4259229898452759,5.6873579025268555,3.300000025774352e-05,7.129435062408447,170.29774475097656,2.297844886779785,0.00013899999612476677,0.2901810109615326,0.8328850269317627,4.802001953125,150.38763427734375
2.489327907562256,252.842041015625,1.3116580247879028,1.6746829748153687,0.03078800067305565,0.09014599770307541,41.987125396728516,103.23924255371094,93.00198364257812,427.5243225097656,45897.57421875,0.30245399475097656,6.068880081176758,0.16880300641059875,28.77773094177246,3.1748011112213135,34.1713752746582,3794.056640625,41.53728103637695,33.79536819458008,8.139641761779785,0.08389399945735931,3.305219888687134,23.52586555480957,43.035213470458984,146.81228637695312,3.1778030395507812,2.367248058319092,2451.339599609375,16.01405906677246,179.52761840820312,4.811038970947266,0.4023370146751404,5.47522497177124,3.199999991920777e-05,6.602595806121826,167.93890380859375,2.3480679988861084,0.00013800000306218863,0.2796669900417328,0.8246729969978333,5.003270149230957,147.7496795654297
2.332958936691284,231.4190673828125,1.236001968383789,1.5598969459533691,0.03245000168681145,0.09702800214290619,38.793357849121094,97.85257720947266,80.35073852539062,401.572509765625,43569.00390625,0.27995699644088745,5.422452926635742,0.15941999852657318,26.796140670776367,2.9065709114074707,32.077308654785156,3550.386962890625,38.80598449707031,30.720823287963867,7.611898899078369,0.07822299748659134,3.2713301181793213,25.44780158996582,42.60499954223633,136.089111328125,2.9264750480651855,2.1954751014709473,2252.203125,15.379839897155762,167.0579376220703,4.276259899139404,0.3848859965801239,5.01826810836792,2.9999999242136255e-05,6.414337158203125,155.0997314453125,2.244128942489624,0.0002610000083222985,0.2672800123691559,0.7743579745292664,4.528894901275635,137.75477600097656
2.344496965408325,221.66018676757812,1.2797820568084717,1.5667179822921753,0.03270599991083145,0.0932530015707016,40.17052459716797,95.19853973388672,78.97000122070312,400.6392517089844,43160.9296875,0.2811090052127838,5.407585144042969,0.16021299362182617,26.760822296142578,2.925126075744629,31.661449432373047,3418.408203125,40.21356964111328,30.554908752441406,7.4221320152282715,0.07684200257062912,2.893528938293457,25.377212524414062,41.8966178894043,136.5037841796875,3.385951042175293,2.2507801055908203,2248.867919921875,15.979598999023438,178.35198974609375,4.169143199920654,0.39783599972724915,5.236128807067871,3.099999958067201e-05,5.977206230163574,150.4313507080078,2.188971996307373,0.0002589999930933118,0.26808398962020874,0.7813460230827332,4.455783843994141,138.15274047851562
2.1822330951690674,210.54322814941406,1.2115470170974731,1.441290020942688,0.03170900046825409,0.09635800123214722,38.53058624267578,86.76771545410156,73.4457778930664,386.0583190917969,41557.90234375,0.26390600204467773,4.996163845062256,0.155022993683815,24.92523956298828,2.839920997619629,30.440364837646484,3193.21044921875,35.596004486083984,30.200275421142578,6.946277141571045,0.07552099972963333,2.706878900527954,25.96063995361328,37.0738525390625,131.4884490966797,3.0518829822540283,2.053826093673706,2126.74853515625,15.014782905578613,177.6400146484375,3.6933910846710205,0.35738998651504517,4.848104000091553,2.9000000722589903e-05,5.394906044006348,136.40281677246094,2.0925209522247314,0.00024900000425986946,0.2569580078125,0.7630739808082581,4.256259918212891,139.5885467529297
2.1313209533691406,212.12887573242188,1.1875120401382446,1.387387990951538,0.03096899949014187,0.09622199833393097,35.912715911865234,84.05683898925781,70.57850646972656,374.2579650878906,41733.94140625,0.2559640109539032,4.6075520515441895,0.15195399522781372,24.029129028320312,2.759329080581665,29.407278060913086,3091.97265625,32.19010925292969,32.926177978515625,6.864497184753418,0.07322800159454346,2.662040948867798,25.47480010986328,35.09103012084961,130.13748168945312,2.9384100437164307,1.995859980583191,2054.711181640625,13.843600273132324,173.6442108154297,3.5836539268493652,0.3446410000324249,4.62478494644165,2.8000000384054147e-05,5.043774127960205,142.51345825195312,2.048219919204712,0.0002500000118743628,0.2560740113258362,0.7476879954338074,4.012876033782959,143.74794006347656
2.1550850868225098,210.32261657714844,1.17385995388031,1.4020320177078247,0.03272400051355362,0.1028050035238266,34.975589752197266,89.20655822753906,72.05274963378906,377.10284423828125,41911.6015625,0.2609899938106537,4.525876998901367,0.15106500685214996,24.6273193359375,2.79618501663208,29.766279220581055,3157.75146484375,33.12163162231445,36.04344177246094,6.759215831756592,0.07185199856758118,2.963649034500122,27.56621742248535,36.9997444152832,131.29832458496094,2.9406960010528564,2.115518093109131,2124.36328125,13.517175674438477,171.56394958496094,3.760848045349121,0.33836299180984497,4.724207878112793,2.8000000384054147e-05,5.108759880065918,140.83900451660156,2.0639140605926514,0.00025099999038502574,0.2612740099430084,0.7545049786567688,4.233231067657471,143.94000244140625
2.08032488822937,199.9176483154297,1.128051996231079,1.3686729669570923,0.028965000063180923,0.10415200144052505,37.852783203125,84.5326156616211,68.4433822631836,364.0692138671875,41821.26171875,0.250449001789093,4.301743984222412,0.1433590054512024,23.780059814453125,2.703787088394165,28.47830581665039,3083.097900390625,31.619543075561523,34.47743225097656,6.788590908050537,0.06890500336885452,2.712630033493042,27.88326644897461,33.632991790771484,126.83382415771484,2.818006992340088,2.0718019008636475,1989.0133056640625,15.47887134552002,166.33932495117188,3.49851393699646,0.3612309992313385,4.4555487632751465,2.700000004551839e-05,4.880752086639404,135.95494079589844,1.9847960472106934,0.00025099999038502574,0.2531079947948456,0.7393350005149841,4.0277419090271,141.39869689941406
