,189,189,189,189,189,189,189,189
,stock_only,random_crypto,correlation_crypto,random_subclusters_crypto,correlation_subclusters_crypto,subcluster_0_crypto,subcluster_1_crypto,subcluster_2_crypto
annualised_return,0.09569286629346482,0.07817611962681341,0.09239272356985759,0.07828346081005942,0.0885044596339176,0.07895260715271656,0.07937114172241849,0.07715782896163204
mean_period_return,0.0684445809881091,0.0553607309439761,0.06568832085349122,0.05544603785160561,0.062892335828855,0.055951862947693366,0.05625994092138815,0.05459039496776267
sharpe_annualized,0.4323452518145916,0.2818431828285075,0.3792372647360332,0.2833151304172105,0.3540809557172363,0.2889267156313757,0.2916590117085382,0.27247215278174747
sharpe_period,0.34534015631326376,0.21696983384810642,0.2990604431422984,0.21824239970420412,0.2779776466184104,0.2230816878124001,0.22537471818432778,0.20891539568805395
period_VaR,11.849340114149303,13.854777331881753,13.334740450972866,13.813067910475016,13.359651183488085,13.726350400333992,13.707050671485943,13.978106527710388
period_CVaR,15.84023963376068,17.950490170216277,17.526344211465904,17.90786811176263,17.515761821434683,17.827269627888096,17.792677529827486,18.085392660533195
annualized_VaR,13.682439409247063,15.99811884424851,15.397631977885952,15.949956952894663,15.426396414132695,15.849824197247916,15.8275387899565,16.140527133069718
annualized_CVaR,18.290733233159816,20.72744066372019,20.23767909679976,20.678224949876945,20.225459605333366,20.585157837154465,20.54521432290021,20.883212641917844
annualized_volatility,0.1309513138023445,0.1379759336401749,0.14041827444153757,0.13772966207712903,0.13893400983793028,0.13748132810772382,0.13736645277810358,0.13843723954359158
