,126,126,126,126,126,126,126,126
,stock_only,random_crypto,correlation_crypto,random_subclusters_crypto,correlation_subclusters_crypto,subcluster_0_crypto,subcluster_1_crypto,subcluster_2_crypto
annualised_return,0.09840092796020193,0.08112806623445129,0.09540680294298502,0.0812010936701964,0.09145199810468048,0.08188142622360889,0.08227796767385823,0.08009589003284227
mean_period_return,0.04411098728116199,0.03547188346783053,0.042141973441679796,0.03551986703797948,0.04034190084153853,0.0358662028544508,0.03605856232181895,0.03494129688239257
sharpe_annualized,0.5104479378906595,0.3513549998170047,0.46420750116316706,0.35250405825844666,0.436986809903034,0.3588351665441409,0.3627531680247245,0.34026492549993614
sharpe_period,0.3001767818126151,0.19062258276157262,0.26599515846124255,0.19148250760557423,0.24811212111065117,0.19592199396376805,0.19853154244286086,0.18287668435494872
period_VaR,9.316939643471112,10.785100852474939,10.476247913606377,10.7613241241166,10.486208303567205,10.706155066274773,10.677395505894717,10.887250171463085
period_CVaR,12.409288190782366,14.019659417947972,13.787569676435302,13.983569717505196,13.767900964304525,13.924441541915472,13.9034958893611,14.121592099579425
annualized_VaR,13.1761424036084,15.252435897131686,14.815651882204982,15.218810525418466,14.829738000774107,15.140789695595206,15.100117535257846,15.396896849431897
annualized_CVaR,17.54938365880071,19.826792488713718,19.498568028578834,19.775753944885558,19.470752269129072,19.69213407704819,19.662512451133047,19.970947069525977
annualized_volatility,0.11800317293563009,0.1242524166694626,0.12641176600626716,0.12402941868362151,0.1250566548791864,0.12379539752649728,0.12369418169279968,0.12467693490996665
