timestamp,BTCUSDT,ETHUSDT,XRPUSDT,SOLUSDT,DOGEUSDT,ADAUSDT,LINKUSDT,XLMUSDT,AVAXUSDT,SHIBUSDT,DOTUSDT,LTCUSDT,BCHUSDT,UNIUSDT,NEARUSDT,ICPUSDT,ETCUSDT,AAVEUSDT,RNDRUSDT,ATOMUSDT,MATICUSDT,ALGOUSDT,EOSUSDT,MKRUSDT,QNTUSDT,STXUSDT,INJUSDT,GRTUSDT,XTZUSDT,CRVUSDT,SANDUSDT,ZECUSDT,JASMYUSDT,MANAUSDT,AXSUSDT,CHZUSDT,COMPUSDT,1INCHUSDT,SNXUSDT,ROSEUSDT,LPTUSDT
2022-03-02,-0.0015588665983057278,-0.004610437482459113,-0.0018561364201589291,-0.011419554319964787,-0.0045115896241868375,-0.006565014758613548,-0.004856400395519279,-0.0062065842432822435,-0.0062571949664907605,-0.0051408868912257094,-0.007834688986989335,-0.005462393966072616,-0.0061772047100045755,-0.00992908386758323,-0.005335140887017708,-0.004421762802652185,-0.003037724497719872,-0.012078019542665332,-0.010081295126580037,-0.0021303447631663094,-0.008477354714123133,-0.0140381244703804,-0.006273821478355775,-0.0034587432920778214,-0.00773085086509014,-0.01057100826257146,-0.008293150979005653,-0.010263462440876185,-0.0055247785673962985,-0.016419002474289044,-0.01101873787733731,-0.0034415705039897958,-0.024511632709384886,-0.0035291311071379175,-0.010314070123444244,-0.007492788622582173,-0.010148461773723921,-0.009346578422105616,-0.006780396315076681,-0.008757455828069211,-0.008057872993449107
2022-03-03,-0.0019704120246355388,-0.005631108156273078,-0.002429495390637932,-0.011899874879442862,-0.005051939611682986,-0.007104665884426581,-0.0062200560553066,-0.007837337226654457,-0.007068744178307898,-0.005607134166123062,-0.009230652240760374,-0.005356417100060906,-0.006605986353194434,-0.011940641753577388,-0.0043898497218196105,-0.005168261269935481,-0.0029445056261608155,-0.012856688729859851,-0.009717336740790615,-0.0007715590275856625,-0.008816189527789446,-0.013542649126415776,-0.007333736456665393,-0.0035363494614237437,-0.007613625076272797,-0.01221225675618864,-0.007417277866645727,-0.011138602978196932,-0.0055865695832850075,-0.01658428362639033,-0.011462009269024442,-0.003368738782353968,-0.024800005910521384,-0.004169469890802975,-0.011644558839139186,-0.008817007224088697,-0.01065513963336118,-0.010166324186741682,-0.008246116241813784,-0.008011502040639145,-0.008703685385421158
2022-03-04,-0.002983046461407976,-0.006517323281772015,-0.0027223216345985926,-0.012208291232274559,-0.005407164897580142,-0.007170653814469544,-0.008970200087634,-0.008660623516252703,-0.006661909259201865,-0.005961025351599097,-0.01064094783812533,-0.0064794895797485085,-0.007249776153439201,-0.013198355322770848,-0.007988757783441386,-0.008258270600241459,-0.004067191176961631,-0.013770475767496817,-0.014894162464108398,-0.004553427475175617,-0.008801931607173023,-0.016225800298590835,-0.008037641971455874,-0.004891231447171879,-0.007697581792115227,-0.012176191826606304,-0.008140698165244606,-0.011507590215011644,-0.007675209767233529,-0.02038702346242166,-0.011601650339191506,-0.004741055732062846,-0.026252291082931395,-0.004608860415507662,-0.012202847508859088,-0.008162169485488818,-0.0129705006518214,-0.011167647432673854,-0.012202521117935638,-0.009210830791014127,-0.01072656116172403
2022-03-05,-0.0026375119754064643,-0.00642296344496673,-0.0015680700457059633,-0.011790963795559464,-0.00494525910685518,-0.006764742857094318,-0.008505447536963924,-0.007553725986335739,-0.005526772183668238,-0.0049482311761003565,-0.009165493711538273,-0.005709360443869679,-0.006723845311738436,-0.012733912326258331,-0.007340499424972988,-0.011540544597651251,-0.0036075488350283155,-0.012439852305608288,-0.012018750241956193,-0.0058611094053014935,-0.007973581631312723,-0.014310586029142782,-0.007638760851589784,-0.005014653762478004,-0.0075256283023413285,-0.012652440443199414,-0.007253527658286909,-0.012138161781524917,-0.008528941799060748,-0.018664349610638134,-0.01039299289797769,-0.004393111739259863,-0.0264612770370553,-0.003701482298553401,-0.011350765393815066,-0.005449945658506934,-0.01325905891043114,-0.010414726695164692,-0.009484373030161189,-0.007844622248360076,-0.011125101853376467
2022-03-06,-0.0020669369475649134,-0.005708380996437864,-0.0010840431072924748,-0.010681243874736866,-0.0043845409527161925,-0.0062274037824298556,-0.010902380819738202,-0.007185991727196616,-0.005193690440144457,-0.004366624591950008,-0.007917723508817793,-0.0047321202765492655,-0.005977492798639738,-0.012094180978434347,-0.006980954959771837,-0.010146566902359669,-0.0030968226324388968,-0.011215550631956485,-0.009675602157041233,-0.005516625499951416,-0.007002376789317595,-0.013053749512815065,-0.006392203319885158,-0.004307686199686056,-0.007219688458273293,-0.012303091162875174,-0.006518790826984797,-0.011136961421642525,-0.006959575720258063,-0.01657078604210859,-0.00924458514811148,-0.004197847274786411,-0.025172242708825756,-0.0030183288773153313,-0.008761327476514109,-0.005613840164432531,-0.012264697086314207,-0.009561272027155286,-0.0098887801136711,-0.007406878791973563,-0.011780555712712545
2022-03-07,-0.002097593354713307,-0.0053126244238538185,-0.0013572801644946987,-0.01058709046937315,-0.00496866856927572,-0.00750278902947204,-0.011748081540091453,-0.007596220588554779,-0.0049077539019745636,-0.005084415262463847,-0.008458670062580618,-0.005199354516008556,-0.006450230496853463,-0.012427807213278848,-0.008467727529245456,-0.010360816982325879,-0.0031699401202104423,-0.010399295315406093,-0.009433188691499466,-0.006224924470389806,-0.007933176611094757,-0.013662683745486938,-0.006903326117242092,-0.004209374351755776,-0.008814070953250364,-0.012251416684694103,-0.00646286710089458,-0.011495712844923517,-0.006990036217847539,-0.017277336976718186,-0.010637532280576947,-0.003985668358640806,-0.02598376835399137,-0.0062678695015731135,-0.009272415589522073,-0.0068912044281176895,-0.012368562899220729,-0.010196862376756613,-0.008273371206381943,-0.009014666809983696,-0.011402030487988147
2022-03-08,-0.0011695766697198524,-0.0036322815117217776,-0.0009768273107929409,-0.008433767096366214,-0.004391090844432041,-0.006329331420897853,-0.012076084745776296,-0.006540490994275713,-0.0028905219905895683,-0.003918852745557446,-0.006555069741631148,-0.004276755353741417,-0.005204775396657692,-0.009971030567762698,-0.007241482218859549,-0.009875292142234551,-0.0021439580114373307,-0.009080114992152782,-0.00664753729548998,-0.005688487817212947,-0.005762553745210904,-0.011692068343272567,-0.006018893029223454,-0.0032043130829415454,-0.008707756017924837,-0.011235707688075707,-0.005169271802850351,-0.009757761598439033,-0.005707544795086137,-0.01521729484880461,-0.008833983562671947,-0.00015803348906184345,-0.026179505581771054,-0.004040360432679206,-0.007740857813823213,-0.005525007884681963,-0.011004505505649295,-0.008492599717340062,-0.005301385500244768,-0.006820174167648436,-0.008181336407262648
2022-03-09,0.00010810045510951823,-0.0020687492659258342,0.0004713753951530208,-0.008497610913466411,-0.003410597027773584,-0.005180065255904669,-0.010708960584986632,-0.005211354127536566,-0.0013218187364962925,-0.00249420886655174,-0.005096770475334974,-0.003146085721463361,-0.003400281198401638,-0.008267082461327659,-0.003036707931694126,-0.011541920466255347,-0.0007523409732505953,-0.008611758837900099,-0.0052704777580065325,-0.0031048470119530228,-0.004588084784031328,-0.010347914127366768,-0.00477564149909478,-0.0012158056208899893,-0.007122178929934166,-0.010128666945184439,-0.004555706721046145,-0.008664771634264188,-0.0038339943294831763,-0.012717367167003595,-0.007268056838680179,-0.00030176966581701325,-0.024926807783808333,-0.002686390416389889,-0.006213122526082521,-0.004392376020809585,-0.009618060516681211,-0.007247282638618311,-0.0010507844321353454,-0.005243253403953258,-0.005914107916673417
2022-03-10,-0.0010083872541370455,-0.0031951845433152784,-0.0003866945104387616,-0.009186571300486739,-0.003912122073555824,-0.0056946243357315985,-0.013773886761586683,-0.006507006304530539,-0.003254007515621601,-0.003652623765105529,-0.006414003967925869,-0.003985243055691385,-0.004541352749778083,-0.010405191206669653,-0.0033961104231420855,-0.014788748886331323,-0.0017615329888066235,-0.009263552413064874,-0.007168080691571423,-0.0037203519161154146,-0.006507104337404916,-0.01133425655237171,-0.005676696698264019,-0.0029660522444267916,-0.007186649687015708,-0.006244321673816508,-0.005007442897706065,-0.009932351126210652,-0.005395196356344066,-0.012965992352695235,-0.008368820579916407,0.0018809818237504326,-0.023734883206295285,-0.003488549864865359,-0.007256266357949351,-0.00520133175219234,-0.011272591294633694,-0.007553882596554132,-0.002223149947174279,-0.0056913898055625505,-0.007737388873745685
2022-03-11,-0.0012783114085948095,-0.003090910739448146,0.0014407642658039487,-0.008828204393546542,-0.003225017693377407,-0.005284299036043635,-0.0145144944158124,-0.005520173736407083,-0.0027848677278245926,-0.003009686449615947,-0.005071606152267014,-0.003084009964271603,-0.003960607877714312,-0.009742924933482631,-0.00719767688395879,-0.014051933191268184,-0.0011605978380954862,-0.008622215374038926,-0.006413130672696258,-0.005587733388742201,-0.006452665118632574,-0.011316097444485968,-0.005129661755548209,-0.0020047514253164343,-0.007171281270302194,-0.0069754917852133955,-0.005752792569482469,-0.008683617820696932,-0.004849866596149712,-0.01251886554065918,-0.007492380947217571,0.0017342577497242145,-0.024044489189351304,-0.003110431957463009,-0.006530787235907612,-0.004669621262825379,-0.0103144857406522,-0.007424564440672854,-0.002519091875863699,-0.007433905520181514,-0.006365501610070116
