"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41"
0,0.109350239189095,0.289717501523528,0.181293378919417,0.391229587416411,0.201775403900906,0.24197079231005,0.349121716285768,0.164326096199157,0.287631543606756,0.171017111199589,0.320980460039602,0.314648089016216,0.44995823632748,0.22767913526845,0.235736438194255,0.429114274335864,0.194962840088035,0.184942659367366,0.303487838342132,0.358008225792615,0.355753360678293,0.283135461769058,0.412646358786164,0.584045450821423,0.209608016531905,0.127101408787236,0.134105844468223,0.23083945442471,0.27896717689066,0.259087590999183,0.297709125548275,0.336428313053196,0.236273612776624,0.233499556531832,0.541093344150839,0.305505093478515,0.258493471076785,0.234251356922825,0.207727699821502,0.407515538614746
0.109350239189095,0,0.307336631040465,0.240916399060114,0.312754757012115,0.21395092917535,0.270469202586834,0.358703201245382,0.13781055558536,0.17219367401326,0.127992796036885,0.219381293768056,0.307391662272255,0.327053999632677,0.157832960054454,0.188646753673845,0.223955697855925,0.14134987200829,0.210251362078097,0.187879766158974,0.23502405225399,0.332761322954833,0.141583160411986,0.467617338543494,0.416288098841262,0.281284588235178,0.212815038880095,0.136649649967479,0.216017606040443,0.178473359519826,0.229046424149628,0.226451817943167,0.319640561576461,0.261554088302667,0.199495836785284,0.368487031536338,0.253752803658598,0.21661588886553,0.178520824817124,0.133642192955511,0.292164274027631
0.289717501523528,0.307336631040465,0,0.361975588249182,0.375774059154947,0.413715298550438,0.321975980556425,0.191115463364445,0.355961941226991,0.368422399786272,0.335105632404431,0.401882787533799,0.352635089616543,0.440495710312832,0.419247129532293,0.426201658550163,0.480988716427734,0.364970209376652,0.44589593059127,0.297011014326847,0.402693519146202,0.461270718122713,0.417679717114477,0.392979687804229,0.380688064615846,0.471039206121916,0.283950238536598,0.374681427134804,0.369941014877389,0.485716098872571,0.427551649082529,0.403233412383889,0.597452513973094,0.444413996419605,0.397889374422213,0.423326661558445,0.251108379635092,0.440006941339381,0.42461711273966,0.335750944150688,0.478546997902179
0.181293378919417,0.240916399060114,0.361975588249182,0,0.433858949636921,0.120416051051261,0.172551148615909,0.324339783027573,0.140101872732266,0.24033782630259,0.160910277198715,0.526409371379547,0.473927357917354,0.310141669515912,0.115428746494239,0.164580730462043,0.360075877258054,0.135521380161515,0.289971077792802,0.262051537013686,0.323954279686691,0.213519778297518,0.295891832508991,0.384487626570562,0.43370879827979,0.340903048180675,0.234509561302012,0.181791497266821,0.165484506071395,0.232739673997213,0.177017309115888,0.357275235769325,0.251334074253588,0.156598496055504,0.181669589564216,0.435753890601352,0.23737904951454,0.211610791829294,0.165935799793265,0.171951908615025,0.321695164964592
0.391229587416411,0.312754757012115,0.375774059154947,0.433858949636921,0,0.368919720418458,0.30844518614332,0.475186307109141,0.288777283366576,0.317542425073191,0.278562521856996,0.306173343446828,0.511710203786147,0.370454179644579,0.402077590257454,0.375821190597683,0.589824156358153,0.34999890771142,0.413102920037186,0.366012337662019,0.304064689654771,0.314770304106255,0.413560058795085,0.492366818297714,0.410616750822584,0.503648410824104,0.388932199225293,0.417653660840093,0.402813405242573,0.430593486343172,0.359777614835231,0.438264798766729,0.506477635114997,0.478818149883112,0.43257682878753,0.431135057390987,0.42857300732637,0.307219919774013,0.424740664741273,0.289180052270987,0.395720585294421
0.201775403900906,0.21395092917535,0.413715298550438,0.120416051051261,0.368919720418458,0,0.183581135059752,0.388230464275065,0.0807551568379478,0.186057105490551,0.0788507229852345,0.409970649014383,0.549525709104503,0.26923843723805,0.117040286736338,0.0683533577917192,0.344558550016699,0.19013083291962,0.256565008984432,0.196394356466036,0.235402475962382,0.123390820129984,0.183095171867076,0.574064394650937,0.455278230004986,0.278544027561141,0.235443943297042,0.145861598387835,0.123740883176475,0.193358504187369,0.105836186667093,0.317463419975861,0.150484145568761,0.139483522175587,0.114028712753595,0.340226943783381,0.34321226954599,0.129421486148372,0.174135578920847,0.130492000214061,0.306429224224943
0.24197079231005,0.270469202586834,0.321975980556425,0.172551148615909,0.30844518614332,0.183581135059752,0,0.363795578283192,0.204382582783222,0.261315347790491,0.202557942796341,0.379281915471167,0.445080481606793,0.257869800102082,0.279434710635357,0.217906721277082,0.393756720788304,0.157336150362732,0.328717056795546,0.231706295416952,0.207757680207243,0.234055447861839,0.282938610763298,0.431722836596312,0.393550817158821,0.329928968200152,0.249558455727536,0.242991834678236,0.232214230035064,0.303813434536731,0.242286095222174,0.407425791861659,0.286978291266618,0.285444543254811,0.249671555436255,0.359389116507975,0.292459032666665,0.199883114409522,0.253762236009677,0.152237137895237,0.34762878749482
0.349121716285768,0.358703201245382,0.191115463364445,0.324339783027573,0.475186307109141,0.388230464275065,0.363795578283192,0,0.417191461491619,0.333255390485766,0.294218552772492,0.528526444634312,0.291121288572366,0.367404426382318,0.360252624270753,0.406376964613071,0.491060112017785,0.33597653173054,0.514303728109063,0.411586771349914,0.504379330082944,0.41888477985513,0.414135536001974,0.245385689171999,0.500141773795187,0.446330700800796,0.417941830901982,0.360939763169865,0.291491640523472,0.408619954629489,0.374108530876669,0.414370418309929,0.418551151937712,0.410021435109274,0.342026190144334,0.514759666530909,0.166617438062069,0.385655681452714,0.348418716578194,0.365883339993398,0.355660805481318
0.164326096199157,0.13781055558536,0.355961941226991,0.140101872732266,0.288777283366576,0.0807551568379478,0.204382582783222,0.417191461491619,0,0.14987830688074,0.0610897147736192,0.313583661398966,0.469522175773761,0.251647250734879,0.103605796505195,0.0785568239589761,0.293451538075349,0.171366333853543,0.221216139950288,0.162969407832926,0.188422461412449,0.176974088312845,0.177643363193146,0.529228506639116,0.408748215512969,0.291955434602223,0.219369457077472,0.137614754522374,0.163005305600793,0.215516171087661,0.129380916945507,0.262747554005601,0.272748760139761,0.166167403084807,0.128244136255271,0.361432548921773,0.29141881676898,0.155371382031549,0.136103028873665,0.0982968708687231,0.297928844835907
0.287631543606756,0.17219367401326,0.368422399786272,0.24033782630259,0.317542425073191,0.186057105490551,0.261315347790491,0.333255390485766,0.14987830688074,0,0.109824561164107,0.30045929265106,0.444791821065782,0.187665087883396,0.150981845924815,0.137562408383177,0.231626340766768,0.151109562303861,0.295517869170899,0.108496427552516,0.124970297938902,0.202950011739554,0.126283824678113,0.428739280312809,0.290380965646917,0.336250053853605,0.357738737567893,0.141520313266131,0.122155301215412,0.168000482262671,0.119346717508478,0.25247137704317,0.25057662152588,0.140403204121744,0.109678293693219,0.271854211001828,0.221552573284939,0.150067700828582,0.156576509389882,0.11852594736719,0.154713667370175
